variable,manual_start,manual_end,drift_type,matched_auto,coverage,delay_hours,manual_len_sec,window,strategy,metric
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,decay,ks
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,decay,ks
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,decay,ks
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,1.0,6.0,255960.0,24H,decay,ks
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,decay,ks
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,decay,psi
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,decay,psi
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,decay,psi
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,decay,psi
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,decay,psi
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,decay,psi
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,decay,psi
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,decay,psi
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,decay,psi
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,decay,psi
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,decay,psi
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,decay,psi
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,1.0,6.0,101160.0,24H,decay,psi
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.5960743801652892,25.55,174240.0,24H,decay,psi
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,24H,decay,psi
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,decay,psi
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,24H,decay,psi
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,decay,psi
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,decay,psi
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,decay,psi
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,decay,psi
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,0.7116736990154712,26.5,255960.0,24H,decay,psi
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,decay,psi
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,decay,wasserstein
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,decay,wasserstein
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,decay,wasserstein
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,decay,wasserstein
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,decay,wasserstein
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,decay,wasserstein
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,decay,wasserstein
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,decay,wasserstein
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,decay,wasserstein
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,decay,wasserstein
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,decay,wasserstein
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,decay,wasserstein
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,1.0,6.0,101160.0,24H,decay,wasserstein
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,1.0,6.0,174240.0,24H,decay,wasserstein
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,24H,decay,wasserstein
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,decay,wasserstein
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,24H,decay,wasserstein
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,decay,wasserstein
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,decay,wasserstein
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,decay,wasserstein
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,decay,wasserstein
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,1.0,6.0,255960.0,24H,decay,wasserstein
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,decay,wasserstein
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,golden,ks
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,golden,ks
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,golden,ks
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,golden,ks
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,golden,ks
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,golden,ks
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,golden,ks
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,golden,ks
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,golden,ks
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,False,0.0,,1740.0,24H,golden,ks
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,golden,ks
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,golden,ks
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,1.0,6.0,101160.0,24H,golden,ks
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,1.0,6.0,174240.0,24H,golden,ks
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,0.7029741212823484,18.816666666666666,155340.0,24H,golden,ks
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,golden,ks
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,0.8056006493506493,6.0,295680.0,24H,golden,ks
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,golden,ks
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,golden,ks
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,0.6198521647307286,6.0,227280.0,24H,golden,ks
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,golden,ks
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,0.9634317862165963,6.0,255960.0,24H,golden,ks
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,0.7961104140526977,16.833333333333332,191280.0,24H,golden,ks
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,golden,psi
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,golden,psi
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,golden,psi
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,golden,psi
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,golden,psi
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,golden,psi
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,golden,psi
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,golden,psi
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,golden,psi
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,False,0.0,,1740.0,24H,golden,psi
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,False,0.0,,900.0,24H,golden,psi
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,golden,psi
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,24H,golden,psi
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.5960743801652892,25.55,174240.0,24H,golden,psi
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,0.7029741212823484,18.816666666666666,155340.0,24H,golden,psi
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,golden,psi
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,0.5133928571428571,6.0,295680.0,24H,golden,psi
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,golden,psi
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,golden,psi
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,0.6198521647307286,6.0,227280.0,24H,golden,psi
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,golden,psi
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,0.6751054852320675,26.5,255960.0,24H,golden,psi
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,0.7961104140526977,16.833333333333332,191280.0,24H,golden,psi
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,golden,wasserstein
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,golden,wasserstein
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,golden,wasserstein
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,golden,wasserstein
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,golden,wasserstein
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,golden,wasserstein
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,golden,wasserstein
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,golden,wasserstein
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,golden,wasserstein
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,golden,wasserstein
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,golden,wasserstein
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,golden,wasserstein
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,24H,golden,wasserstein
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,1.0,6.0,174240.0,24H,golden,wasserstein
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,0.7029741212823484,18.816666666666666,155340.0,24H,golden,wasserstein
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,golden,wasserstein
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,0.8056006493506493,6.0,295680.0,24H,golden,wasserstein
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,golden,wasserstein
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,golden,wasserstein
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,0.6198521647307286,6.0,227280.0,24H,golden,wasserstein
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,golden,wasserstein
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,0.9634317862165963,6.0,255960.0,24H,golden,wasserstein
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,0.7961104140526977,16.833333333333332,191280.0,24H,golden,wasserstein
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,0.8930597992143169,10.083333333333334,137460.0,24H,seasonal,ks
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,seasonal,ks
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,seasonal,ks
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,seasonal,ks
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,seasonal,ks
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,seasonal,ks
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,seasonal,ks
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,seasonal,ks
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,seasonal,ks
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,seasonal,ks
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,seasonal,ks
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,seasonal,ks
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,24H,seasonal,ks
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,1.0,6.0,174240.0,24H,seasonal,ks
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,24H,seasonal,ks
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,seasonal,ks
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,24H,seasonal,ks
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,seasonal,ks
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,seasonal,ks
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,seasonal,ks
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,seasonal,ks
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,1.0,6.0,255960.0,24H,seasonal,ks
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,seasonal,ks
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,0.8930597992143169,10.083333333333334,137460.0,24H,seasonal,psi
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,seasonal,psi
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,seasonal,psi
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,seasonal,psi
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,seasonal,psi
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,seasonal,psi
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,seasonal,psi
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,seasonal,psi
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,seasonal,psi
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,seasonal,psi
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,seasonal,psi
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,seasonal,psi
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,24H,seasonal,psi
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.5960743801652892,25.55,174240.0,24H,seasonal,psi
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,24H,seasonal,psi
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,seasonal,psi
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,24H,seasonal,psi
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,seasonal,psi
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,seasonal,psi
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,seasonal,psi
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,seasonal,psi
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,1.0,6.0,255960.0,24H,seasonal,psi
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,seasonal,psi
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,24H,seasonal,wasserstein
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,0.8578431372549019,6.0,85680.0,24H,seasonal,wasserstein
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,24H,seasonal,wasserstein
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,24H,seasonal,wasserstein
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,24H,seasonal,wasserstein
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,24H,seasonal,wasserstein
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,24H,seasonal,wasserstein
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8113034356150013,6.0,457560.0,24H,seasonal,wasserstein
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,24H,seasonal,wasserstein
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,24H,seasonal,wasserstein
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,24H,seasonal,wasserstein
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,24H,seasonal,wasserstein
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,1.0,6.0,101160.0,24H,seasonal,wasserstein
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.5960743801652892,25.55,174240.0,24H,seasonal,wasserstein
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,24H,seasonal,wasserstein
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,24H,seasonal,wasserstein
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,24H,seasonal,wasserstein
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.6262833675564682,6.0,116880.0,24H,seasonal,wasserstein
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,24H,seasonal,wasserstein
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,24H,seasonal,wasserstein
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,False,0.0,,900.0,24H,seasonal,wasserstein
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,1.0,6.0,255960.0,24H,seasonal,wasserstein
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,24H,seasonal,wasserstein
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,36H,decay,ks
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,1.0,6.0,85680.0,36H,decay,ks
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,36H,decay,ks
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,36H,decay,ks
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,36H,decay,ks
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,36H,decay,ks
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,36H,decay,ks
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.9057172829792814,6.0,457560.0,36H,decay,ks
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,1.0,6.0,180360.0,36H,decay,ks
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,36H,decay,ks
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,36H,decay,ks
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,36H,decay,ks
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,36H,decay,ks
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.84400826446281,13.55,174240.0,36H,decay,ks
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,36H,decay,ks
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,36H,decay,ks
var_7,2025-01-13 05:50:00,2025-01-16 15:58:00,gradual,True,1.0,6.0,295680.0,36H,decay,ks
var_7,2025-01-19 03:40:00,2025-01-20 12:08:00,gradual,True,0.9958932238193019,6.0,116880.0,36H,decay,ks
var_8,2025-01-15 13:23:00,2025-01-15 14:32:00,abrupt,True,1.0,6.0,4140.0,36H,decay,ks
var_8,2025-01-16 23:25:00,2025-01-19 14:33:00,gradual,True,1.0,6.0,227280.0,36H,decay,ks
var_8,2025-01-20 00:31:00,2025-01-20 00:46:00,abrupt,True,1.0,6.0,900.0,36H,decay,ks
var_9,2025-01-11 03:30:00,2025-01-14 02:36:00,gradual,True,0.8804500703234881,14.5,255960.0,36H,decay,ks
var_9,2025-01-17 13:10:00,2025-01-19 18:18:00,gradual,True,1.0,6.0,191280.0,36H,decay,ks
var_1,2025-01-13 19:55:00,2025-01-15 10:06:00,gradual,True,1.0,6.0,137460.0,36H,decay,psi
var_1,2025-01-19 03:35:00,2025-01-20 03:23:00,gradual,True,1.0,6.0,85680.0,36H,decay,psi
var_10,2025-01-06 10:58:00,2025-01-06 11:07:00,abrupt,True,1.0,6.0,540.0,36H,decay,psi
var_10,2025-01-12 04:04:00,2025-01-14 04:43:00,gradual,True,1.0,6.0,175140.0,36H,decay,psi
var_10,2025-01-16 11:01:00,2025-01-16 14:14:00,abrupt,True,1.0,6.0,11580.0,36H,decay,psi
var_10,2025-01-17 21:00:00,2025-01-19 13:33:00,gradual,True,1.0,6.0,145980.0,36H,decay,psi
var_2,2025-01-16 03:32:00,2025-01-17 05:27:00,gradual,True,1.0,6.0,93300.0,36H,decay,psi
var_3,2025-01-15 16:53:00,2025-01-20 23:59:00,gradual,True,0.8497246262785209,13.116666666666667,457560.0,36H,decay,psi
var_4,2025-01-11 02:23:00,2025-01-13 04:29:00,gradual,True,0.8080505655355955,15.616666666666667,180360.0,36H,decay,psi
var_4,2025-01-15 16:34:00,2025-01-15 17:03:00,abrupt,True,1.0,6.0,1740.0,36H,decay,psi
var_4,2025-01-17 13:00:00,2025-01-17 13:15:00,abrupt,True,1.0,6.0,900.0,36H,decay,psi
var_4,2025-01-19 08:33:00,2025-01-19 09:14:00,abrupt,True,1.0,6.0,2460.0,36H,decay,psi
var_5,2025-01-15 08:43:00,2025-01-16 12:49:00,gradual,True,0.4561091340450771,21.283333333333335,101160.0,36H,decay,psi
var_6,2025-01-11 04:27:00,2025-01-13 04:51:00,gradual,True,0.84400826446281,13.55,174240.0,36H,decay,psi
var_6,2025-01-17 11:11:00,2025-01-19 06:20:00,gradual,True,1.0,6.0,155340.0,36H,decay,psi
var_7,2025-01-02 12:04:00,2025-01-02 20:20:00,abrupt,True,1.0,6.0,29760.0,36H,decay,psi
