window,strategy,metric,TP_episodes,FP_episodes,FN_episodes,Precision,Recall,F1,manual_total_hours,auto_total_hours,overlap_hours,Precision_time,Recall_time,F1_time,coverage_mean,coverage_median,delay_mean_hours,delay_median_hours,false_alarms_per_day,extra_hours,extra_ratio_auto,drift_group
24H,decay,ks,7,7,1,0.5,0.875,0.6363636363636364,14.45,1896.0,14.2,0.007489451476793249,0.9826989619377162,0.014865607579366119,0.875,1.0,6.0,6.0,0.35001215319976386,1881.8,0.9925105485232067,abrupt
24H,decay,psi,7,8,1,0.4666666666666667,0.875,0.608695652173913,14.45,1872.0,14.2,0.007585470085470085,0.9826989619377162,0.01505473243393676,0.875,1.0,6.0,6.0,0.4000138893711587,1857.8,0.9924145299145299,abrupt
24H,decay,wasserstein,7,7,1,0.5,0.875,0.6363636363636364,14.45,1896.0,14.2,0.007489451476793249,0.9826989619377162,0.014865607579366119,0.875,1.0,6.0,6.0,0.35001215319976386,1881.8,0.9925105485232067,abrupt
24H,golden,ks,6,14,2,0.3,0.75,0.4285714285714285,14.45,1272.0,13.716666666666667,0.010783542976939203,0.9492502883506344,0.021324834492855015,0.75,1.0,6.0,6.0,0.7000243063995277,1258.2833333333333,0.9892164570230608,abrupt
24H,golden,psi,5,14,3,0.2631578947368421,0.625,0.37037037037037035,14.45,1224.0,13.466666666666667,0.011002178649237472,0.9319492502883506,0.021747614625809143,0.625,1.0,6.0,6.0,0.7000243063995277,1210.5333333333333,0.9889978213507625,abrupt
24H,golden,wasserstein,7,14,1,0.3333333333333333,0.875,0.48275862068965514,14.45,1248.0,14.2,0.011378205128205128,0.9826989619377162,0.022495940433284487,0.875,1.0,6.0,6.0,0.7000243063995277,1233.8,0.9886217948717949,abrupt
24H,seasonal,ks,7,21,1,0.25,0.875,0.3888888888888889,14.45,2544.0,14.2,0.005581761006289308,0.9826989619377162,0.011100470988293693,0.875,1.0,6.0,6.0,1.0500364595992917,2529.8,0.9944182389937107,abrupt
24H,seasonal,psi,7,20,1,0.25925925925925924,0.875,0.39999999999999997,14.45,2400.0,14.2,0.005916666666666666,0.9826989619377162,0.011762513201764377,0.875,1.0,6.0,6.0,1.0000347234278968,2385.8,0.9940833333333333,abrupt
24H,seasonal,wasserstein,7,16,1,0.30434782608695654,0.875,0.4516129032258065,14.45,2376.0,14.2,0.0059764309764309765,0.9826989619377162,0.011880608253676086,0.875,1.0,6.0,6.0,0.8000277787423175,2361.8,0.994023569023569,abrupt
36H,decay,ks,8,7,0,0.5333333333333333,1.0,0.6956521739130436,14.45,2016.0,14.45,0.00716765873015873,1.0,0.014233298037380875,1.0,1.0,6.0,6.0,0.35001215319976386,2001.55,0.9928323412698413,abrupt
36H,decay,psi,8,7,0,0.5333333333333333,1.0,0.6956521739130436,14.45,1980.0,14.45,0.007297979797979798,1.0,0.014490210333675951,1.0,1.0,6.0,6.0,0.35001215319976386,1965.55,0.9927020202020203,abrupt
36H,decay,wasserstein,8,7,0,0.5333333333333333,1.0,0.6956521739130436,14.45,1980.0,14.45,0.007297979797979798,1.0,0.014490210333675951,1.0,1.0,6.0,6.0,0.35001215319976386,1965.55,0.9927020202020203,abrupt
36H,golden,ks,6,12,2,0.3333333333333333,0.75,0.46153846153846156,14.45,1476.0,12.816666666666666,0.008683378500451672,0.8869665513264129,0.01719838527514062,0.75,1.0,6.0,6.0,0.6000208340567381,1463.1833333333334,0.9913166214995484,abrupt
36H,golden,psi,6,12,2,0.3333333333333333,0.75,0.46153846153846156,14.45,1440.0,12.816666666666666,0.008900462962962962,0.8869665513264129,0.017624073246473467,0.75,1.0,6.0,6.0,0.6000208340567381,1427.1833333333334,0.991099537037037,abrupt
36H,golden,wasserstein,7,13,1,0.35,0.875,0.4999999999999999,14.45,1476.0,13.966666666666667,0.009462511291779585,0.9665513264129181,0.018741543381752716,0.875,1.0,6.0,6.0,0.6500225702281329,1462.0333333333333,0.9905374887082204,abrupt
36H,seasonal,ks,8,15,0,0.34782608695652173,1.0,0.5161290322580645,14.45,2700.0,14.45,0.0053518518518518516,1.0,0.010646724014072833,1.0,1.0,6.0,6.0,0.7500260425709226,2685.55,0.9946481481481482,abrupt
36H,seasonal,psi,7,14,1,0.3333333333333333,0.875,0.48275862068965514,14.45,2448.0,13.3,0.005433006535947712,0.9204152249134948,0.010802249791873947,0.875,1.0,6.0,6.0,0.7000243063995277,2434.7,0.9945669934640523,abrupt
36H,seasonal,wasserstein,8,13,0,0.38095238095238093,1.0,0.5517241379310345,14.45,2520.0,14.45,0.005734126984126984,1.0,0.011402868472449644,1.0,1.0,6.0,6.0,0.6500225702281329,2505.55,0.994265873015873,abrupt
48H,decay,ks,5,8,3,0.38461538461538464,0.625,0.4761904761904762,14.45,1680.0,5.25,0.003125,0.3633217993079585,0.00619670099442297,0.625,1.0,6.0,6.0,0.4000138893711587,1674.75,0.996875,abrupt
48H,decay,psi,4,8,4,0.3333333333333333,0.5,0.4,14.45,1680.0,5.1,0.0030357142857142857,0.35294117647058826,0.0060196523945823125,0.5,0.5,6.0,6.0,0.4000138893711587,1674.9,0.9969642857142857,abrupt
48H,decay,wasserstein,5,8,3,0.38461538461538464,0.625,0.4761904761904762,14.45,1680.0,5.25,0.003125,0.3633217993079585,0.00619670099442297,0.625,1.0,6.0,6.0,0.4000138893711587,1674.75,0.996875,abrupt
48H,golden,ks,4,11,4,0.26666666666666666,0.5,0.3478260869565218,14.45,1344.0,2.033333333333333,0.0015128968253968254,0.14071510957324107,0.0029936079109769715,0.5,0.5,6.0,6.0,0.5500190978853433,1341.9666666666667,0.9984871031746032,abrupt
48H,golden,psi,3,12,5,0.2,0.375,0.26086956521739135,14.45,1344.0,1.8833333333333333,0.0014012896825396825,0.1303344867358708,0.0027727679831180143,0.375,0.0,6.0,6.0,0.6000208340567381,1342.1166666666666,0.9985987103174603,abrupt
48H,golden,wasserstein,4,11,4,0.26666666666666666,0.5,0.3478260869565218,14.45,1344.0,2.033333333333333,0.0015128968253968254,0.14071510957324107,0.0029936079109769715,0.5,0.5,6.0,6.0,0.5500190978853433,1341.9666666666667,0.9984871031746032,abrupt
48H,seasonal,ks,5,13,3,0.2777777777777778,0.625,0.3846153846153846,14.45,2496.0,5.25,0.0021033653846153845,0.3633217993079585,0.004182517078611404,0.625,1.0,6.0,6.0,0.6500225702281329,2490.75,0.9978966346153846,abrupt
48H,seasonal,psi,4,15,4,0.21052631578947367,0.5,0.2962962962962963,14.45,2160.0,5.1,0.002361111111111111,0.35294117647058826,0.004690841362183541,0.5,0.5,6.0,6.0,0.7500260425709226,2154.9,0.9976388888888889,abrupt
48H,seasonal,wasserstein,5,14,3,0.2631578947368421,0.625,0.37037037037037035,14.45,2304.0,5.25,0.0022786458333333335,0.3633217993079585,0.004528887834544632,0.625,1.0,6.0,6.0,0.7000243063995277,2298.75,0.9977213541666666,abrupt
6H,decay,ks,7,17,1,0.2916666666666667,0.875,0.43750000000000006,14.45,2046.0,14.3,0.006989247311827957,0.9896193771626297,0.013880463005654107,0.875,1.0,6.0,6.0,0.8500295149137123,2031.7,0.9930107526881721,abrupt
6H,decay,psi,7,12,1,0.3684210526315789,0.875,0.5185185185185185,14.45,2034.0,14.3,0.007030481809242871,0.9896193771626297,0.013961775976958189,0.875,1.0,6.0,6.0,0.6000208340567381,2019.7,0.9929695181907572,abrupt
6H,decay,wasserstein,7,13,1,0.35,0.875,0.4999999999999999,14.45,1962.0,14.3,0.0072884811416921505,0.9896193771626297,0.014470388828455059,0.875,1.0,6.0,6.0,0.6500225702281329,1947.7,0.9927115188583079,abrupt
6H,golden,ks,6,51,2,0.10526315789473684,0.75,0.1846153846153846,14.45,1278.0,12.833333333333334,0.010041731872717789,0.8881199538638985,0.019858924265284277,0.7117875647668394,1.0,6.163888888888889,6.0,2.5500885447411368,1265.1666666666667,0.9899582681272822,abrupt
6H,golden,psi,6,43,2,0.12244897959183673,0.75,0.21052631578947364,14.45,1224.0,12.833333333333334,0.010484749455337691,0.8881199538638985,0.02072483076964485,0.7117875647668394,1.0,6.163888888888889,6.0,2.1500746553699783,1211.1666666666667,0.9895152505446623,abrupt
6H,golden,wasserstein,7,34,1,0.17073170731707318,0.875,0.28571428571428575,14.45,1038.0,12.983333333333333,0.012508028259473346,0.8985005767012687,0.02467258935499707,0.8367875647668394,1.0,6.140476190476191,6.0,1.7000590298274245,1025.0166666666667,0.9874919717405266,abrupt
6H,seasonal,ks,7,63,1,0.1,0.875,0.17948717948717952,14.45,2694.0,14.3,0.005308092056421678,0.9896193771626297,0.010559545127286823,0.875,1.0,6.0,6.0,3.150109378797875,2679.7,0.9946919079435783,abrupt
6H,seasonal,psi,7,60,1,0.1044776119402985,0.875,0.18666666666666668,14.45,2640.0,14.3,0.005416666666666667,0.9896193771626297,0.010774360036919136,0.875,1.0,6.0,6.0,3.0001041702836906,2625.7,0.9945833333333334,abrupt
6H,seasonal,wasserstein,7,52,1,0.11864406779661017,0.875,0.208955223880597,14.45,2412.0,14.3,0.005928689883913764,0.9896193771626297,0.011786766675596035,0.875,1.0,6.0,6.0,2.6000902809125317,2397.7,0.9940713101160862,abrupt
